signal	freq
0.225095	0.000000
0.254878	0.000000
0.284420	0.000000
0.313695	0.000000
0.342674	0.000000
0.371331	0.000000
0.399638	0.000000
0.427569	0.000000
0.455098	0.000000
0.482198	0.000000
0.508845	0.000000
0.535012	0.000000
0.560677	0.000000
0.585813	0.000000
0.610398	0.000000
0.634408	0.000000
0.657822	0.000000
0.680616	0.000000
0.702769	0.000000
0.724262	0.000000
0.745072	0.000000
0.765181	0.000000
0.784570	0.000000
0.803221	0.000000
0.821116	0.000000
0.838237	0.000000
0.854570	0.000000
0.870099	0.000000
0.884809	0.000000
0.898685	0.000000
0.911716	0.000000
0.923889	0.000000
0.935193	0.000000
0.945616	0.000000
0.955149	0.000000
0.963784	0.000000
0.971511	0.000000
0.978324	0.000000
0.984216	0.000000
0.989182	0.000000
0.993216	0.000000
0.996317	0.000000
0.998479	0.000000
0.999702	0.000000
0.999983	0.000000
0.999324	0.000000
0.997724	0.000000
0.995185	0.000000
0.991710	0.000000
0.987301	0.000000
0.981963	0.000000
0.975700	0.000000
0.968520	0.000000
0.960428	0.000000
0.951432	0.000000
0.941541	0.000000
0.930763	0.000000
0.919110	0.000000
0.906592	0.000000
0.893220	0.000000
0.879008	0.000000
0.863968	0.000000
0.848115	0.000000
0.831465	0.000000
0.814031	0.000000
0.795832	0.000000
0.776884	0.000000
0.757204	0.000000
0.736812	0.000000
0.715726	0.000000
0.693967	0.000000
0.671555	0.000000
0.648510	0.000000
0.624856	0.000000
0.600613	0.000000
0.575805	0.000000
0.550455	0.000000
0.524587	0.000000
0.498226	0.000000
0.471395	0.000000
0.444121	0.000000
0.416429	0.000000
0.388345	0.000000
0.359896	0.000000
0.331108	0.000000
0.302008	0.000000
0.272624	0.000000
0.242983	0.000000
0.213114	0.000000
0.183044	0.000000
0.152802	0.000000
0.122416	0.000000
0.091915	0.000000
0.061328	0.000000
0.030682	0.000000
0.000008	0.000000
-0.030666	0.000000
-0.061311	0.000000
-0.091899	0.000000
-0.122400	0.000000
-0.152786	0.000000
-0.183029	0.000000
-0.213099	0.000000
-0.242968	0.000000
-0.272609	0.000000
-0.301993	0.000000
-0.331093	0.000000
-0.359881	0.000000
-0.388331	0.000000
-0.416415	0.000000
-0.444108	0.000000
-0.471382	0.000000
-0.498213	0.000000
-0.524575	0.000000
-0.550443	0.000000
-0.575793	0.000000
-0.600601	0.000000
-0.624845	0.000000
-0.648500	0.000000
-0.671544	0.000000
-0.693957	0.000000
-0.715716	0.000000
-0.736802	0.000000
-0.757195	0.000000
-0.776875	0.000000
-0.795824	0.000000
-0.814023	0.000000
-0.831457	0.000000
-0.848108	0.000000
-0.863961	0.000000
-0.879001	0.000000
-0.893214	0.000000
-0.906586	0.000000
-0.919104	0.000000
-0.930758	0.000000
-0.941536	0.000000
-0.951427	0.000000
-0.960423	0.000000
-0.968515	0.000000
-0.975696	0.000000
-0.981958	0.000000
-0.987297	0.000000
-0.991706	0.000000
-0.995181	0.000000
-0.997720	0.000000
-0.999320	0.000000
-0.999979	0.000000
-0.999698	0.000000
-0.998475	0.000000
-0.996313	0.000000
-0.993212	0.000000
-0.989178	0.000000
-0.984212	0.000000
-0.978319	0.000000
-0.971506	0.000000
-0.963779	0.000000
-0.955144	0.000000
-0.945611	0.000000
-0.935187	0.000000
-0.923884	0.000000
-0.911710	0.000000
-0.898679	0.000000
-0.884802	0.000000
-0.870092	0.000000
-0.854563	0.000000
-0.838230	0.000000
-0.821108	0.000000
-0.803213	0.000000
-0.784562	0.000000
-0.765172	0.000000
-0.745062	0.000000
-0.724252	0.000000
-0.702759	0.000000
-0.680605	0.000000
-0.657810	0.000000
-0.634397	0.000000
-0.610386	0.000000
-0.585801	0.000000
-0.560664	0.000000
-0.535000	0.000000
-0.508832	0.000000
-0.482185	0.000000
-0.455084	0.000000
-0.427555	0.000000
-0.399624	0.000000
-0.371316	0.000000
-0.342659	0.000000
-0.313679	0.000000
-0.284405	0.000000
-0.254862	0.000000
-0.225080	0.000000
-0.195086	0.000000
-0.164908	0.000000
-0.134575	0.000000
-0.104115	0.000000
-0.073557	0.000000
-0.042930	0.000000
-0.012263	0.000000
0.018416	0.000000
0.049077	0.000000
0.079693	0.000000
0.110233	0.000000
0.140669	0.000000
0.170974	0.000000
0.201117	0.000000
0.231071	0.000000
0.260807	0.000000
0.290298	0.000000
0.319516	0.000000
0.348433	0.000000
0.377022	0.000000
0.405256	0.000000
0.433108	0.000000
0.460553	0.000000
0.487565	0.000000
0.514118	0.000000
0.540186	0.000000
0.565747	0.000000
0.590775	0.000000
0.615246	0.000000
0.639139	0.000000
0.662430	0.000000
0.685098	0.000000
0.707121	0.000000
0.728478	0.000000
0.749150	0.000000
0.769117	0.000000
0.788359	0.000000
0.806860	0.000000
0.824602	0.000000
0.841567	0.000000
0.857740	0.000000
0.873106	0.000000
0.887650	0.000000
0.901359	0.000000
0.914219	0.000000
0.926219	0.000000
0.937347	0.000000
0.947593	0.000000
0.956947	0.000000
0.965401	0.000000
0.972946	0.000000
0.979575	0.000000
0.985282	0.000000
0.990062	0.000000
0.993910	0.000000
0.996823	0.000000
0.998797	0.000000
0.999832	0.000000
0.999926	0.000000
0.999078	0.000000
0.997290	0.000000
0.994564	0.000000
0.990901	0.000000
0.986306	0.000000
0.980783	0.000000
0.974337	0.000000
0.966973	0.000000
0.958700	0.000000
0.949524	0.000000
0.939455	0.000000
0.928502	0.000000
0.916675	0.000000
0.903985	0.000000
0.890444	0.000000
0.876065	0.000000
0.860862	0.000000
0.844849	0.000000
0.828040	0.000000
0.810452	0.000000
0.792102	0.000000
0.773006	0.000000
0.753182	0.000000
0.732650	0.000000
0.711428	0.000000
0.689537	0.000000
0.666996	0.000000
0.643828	0.000000
0.620054	0.000000
0.595697	0.000000
0.570779	0.000000
0.545323	0.000000
0.519355	0.000000
0.492898	0.000000
0.465976	0.000000
0.438617	0.000000
0.410844	0.000000
0.382685	0.000000
0.354166	0.000000
0.325313	0.000000
0.296154	0.000000
0.266717	0.000000
0.237028	0.000000
0.207117	0.000000
0.177010	0.000000
0.146737	0.000000
0.116326	0.000000
0.085805	0.000000
0.055203	0.000000
0.024550	0.000000
-0.006127	0.000000
-0.036797	0.000000
-0.067433	0.000000
-0.098006	0.000000
-0.128487	0.000000
-0.158846	0.000000
-0.189056	0.000000
-0.219088	0.000000
-0.248914	0.000000
-0.278506	0.000000
-0.307836	0.000000
-0.336876	0.000000
-0.365599	0.000000
-0.393978	0.000000
-0.421986	0.000000
-0.449597	0.000000
-0.476784	0.000000
-0.503523	0.000000
-0.529789	0.000000
-0.555555	0.000000
-0.580799	0.000000
-0.605496	0.000000
-0.629624	0.000000
-0.653158	0.000000
-0.676078	0.000000
-0.698362	0.000000
-0.719989	0.000000
-0.740938	0.000000
-0.761189	0.000000
-0.780724	0.000000
-0.799525	0.000000
-0.817573	0.000000
-0.834851	0.000000
-0.851344	0.000000
-0.867036	0.000000
-0.881911	0.000000
-0.895957	0.000000
-0.909159	0.000000
-0.921506	0.000000
-0.932985	0.000000
-0.943586	0.000000
-0.953300	0.000000
-0.962116	0.000000
-0.970026	0.000000
-0.977024	0.000000
-0.983101	0.000000
-0.988254	0.000000
-0.992477	0.000000
-0.995765	0.000000
-0.998117	0.000000
-0.999528	0.000000
-1.000000	0.000000
-0.999530	0.000000
-0.998119	0.000000
-0.995769	0.000000
-0.992481	0.000000
-0.988260	0.000000
-0.983108	0.000000
-0.977031	0.000000
-0.970034	0.000000
-0.962125	0.000000
-0.953310	0.000000
-0.943598	0.000000
-0.932997	0.000000
-0.921519	0.000000
-0.909173	0.000000
-0.895971	0.000000
-0.881926	0.000000
-0.867051	0.000000
-0.851360	0.000000
-0.834868	0.000000
-0.817590	0.000000
-0.799542	0.000000
-0.780742	0.000000
-0.761207	0.000000
-0.740955	0.000000
-0.720007	0.000000
-0.698380	0.000000
-0.676096	0.000000
-0.653176	0.000000
-0.629641	0.000000
-0.605513	0.000000
-0.580816	0.000000
-0.555572	0.000000
-0.529804	0.000000
-0.503539	0.000000
-0.476799	0.000000
-0.449611	0.000000
-0.421999	0.000000
-0.393990	0.000000
-0.365611	0.000000
-0.336887	0.000000
-0.307846	0.000000
-0.278515	0.000000
-0.248923	0.000000
-0.219096	0.000000
-0.189062	0.000000
-0.158851	0.000000
-0.128491	0.000000
-0.098009	0.000000
-0.067435	0.000000
-0.036798	0.000000
-0.006126	0.000000
0.024551	0.000000
0.055206	0.000000
0.085809	0.000000
0.116330	0.000000
0.146743	0.000000
0.177017	0.000000
0.207124	0.000000
0.237037	0.000000
0.266726	0.000000
0.296165	0.000000
0.325325	0.000000
0.354178	0.000000
0.382698	0.000000
0.410858	0.000000
0.438631	0.000000
0.465991	0.000000
0.492913	0.000000
0.519371	0.000000
0.545340	0.000000
0.570796	0.000000
0.595714	0.000000
0.620072	0.000000
0.643846	0.000000
0.667014	0.000000
0.689554	0.000000
0.711446	0.000000
0.732668	0.000000
0.753200	0.000000
0.773023	0.000000
0.792119	0.000000
0.810469	0.000000
0.828056	0.000000
0.844864	0.000000
0.860877	0.000000
0.876080	0.000000
0.890458	0.000000
0.903998	0.000000
0.916687	0.000000
0.928513	0.000000
0.939466	0.000000
0.949534	0.000000
0.958709	0.000000
0.966981	0.000000
0.974344	0.000000
0.980789	0.000000
0.986311	0.000000
0.990905	0.000000
0.994566	0.000000
0.997292	0.000000
0.999078	0.000000
0.999925	0.000000
0.999830	0.000000
0.998795	0.000000
0.996819	0.000000
0.993905	0.000000
0.990056	0.000000
0.985275	0.000000
0.979567	0.000000
0.972937	0.000000
0.965391	0.000000
0.956936	0.000000
0.947581	0.000000
0.937335	0.000000
0.926206	0.000000
0.914205	0.000000
0.901344	0.000000
0.887635	0.000000
0.873090	0.000000
0.857724	0.000000
0.841550	0.000000
0.824584	0.000000
0.806843	0.000000
0.788342	0.000000
0.769099	0.000000
0.749132	0.000000
0.728461	0.000000
0.707103	0.000000
0.685080	0.000000
0.662413	0.000000
0.639122	0.000000
0.615230	0.000000
0.590758	0.000000
0.565731	0.000000
0.540171	0.000000
0.514103	0.000000
0.487551	0.000000
0.460540	0.000000
0.433095	0.000000
0.405244	0.000000
0.377010	0.000000
0.348422	0.000000
0.319506	0.000000
0.290289	0.000000
0.260799	0.000000
0.231064	0.000000
0.201111	0.000000
0.170969	0.000000
0.140666	0.000000
0.110231	0.000000
0.079691	0.000000
0.049077	0.000000
0.018417	0.000000
-0.012261	0.000000
-0.042927	0.000000
-0.073553	0.000000
-0.104110	0.000000
-0.134568	0.000000
-0.164900	0.000000
-0.195077	0.000000
-0.225070	0.000000
-0.254852	0.000000
-0.284393	0.000000
-0.313667	0.000000
-0.342646	0.000000
-0.371302	0.000000
-0.399609	0.000000
-0.427540	0.000000
-0.455069	0.000000
-0.482169	0.000000
-0.508815	0.000000
-0.534983	0.000000
-0.560647	0.000000
-0.585783	0.000000
-0.610368	0.000000
-0.634379	0.000000
-0.657793	0.000000
-0.680587	0.000000
-0.702741	0.000000
-0.724234	0.000000
-0.745045	0.000000
-0.765155	0.000000
-0.784545	0.000000
-0.803196	0.000000
-0.821092	0.000000
-0.838214	0.000000
-0.854548	0.000000
-0.870078	0.000000
-0.884788	0.000000
-0.898666	0.000000
-0.911698	0.000000
-0.923873	0.000000
-0.935177	0.000000
-0.945602	0.000000
-0.955136	0.000000
-0.963772	0.000000
-0.971500	0.000000
-0.978314	0.000000
-0.984207	0.000000
-0.989174	0.000000
-0.993210	0.000000
-0.996312	0.000000
-0.998475	0.000000
-0.999699	0.000000
-0.999982	0.000000
-0.999324	0.000000
-0.997725	0.000000
-0.995187	0.000000
-0.991712	0.000000
-0.987304	0.000000
-0.981967	0.000000
-0.975706	0.000000
-0.968526	0.000000
-0.960435	0.000000
-0.951439	0.000000
-0.941549	0.000000
-0.930772	0.000000
-0.919119	0.000000
-0.906601	0.000000
-0.893229	0.000000
-0.879017	0.000000
-0.863978	0.000000
-0.848125	0.000000
-0.831474	0.000000
-0.814041	0.000000
-0.795841	0.000000
-0.776893	0.000000
-0.757213	0.000000
-0.736820	0.000000
-0.715734	0.000000
-0.693974	0.000000
-0.671562	0.000000
-0.648517	0.000000
-0.624861	0.000000
-0.600618	0.000000
-0.575809	0.000000
-0.550458	0.000000
-0.524589	0.000000
-0.498227	0.000000
-0.471395	0.000000
-0.444120	0.000000
-0.416427	0.000000
-0.388342	0.000000
-0.359891	0.000000
-0.331102	0.000000
-0.302001	0.000000
-0.272616	0.000000
-0.242974	0.000000
-0.213103	0.000000
-0.183032	0.000000
-0.152789	0.000000
-0.122402	0.000000
-0.091900	0.000000
-0.061311	0.000000
-0.030664	0.000000
0.000011	0.000000
0.030686	0.000000
0.061333	0.000000
0.091921	0.000000
0.122423	0.000000
0.152810	0.000000
0.183053	0.000000
0.213124	0.000000
0.242994	0.000000
0.272636	0.000000
0.302020	0.000000
0.331121	0.000000
0.359910	0.000000
0.388360	0.000000
0.416445	0.000000
0.444137	0.000000
0.471412	0.000000
0.498243	0.000000
0.524605	0.000000
0.550473	0.000000
0.575823	0.000000
0.600631	0.000000
0.624874	0.000000
0.648528	0.000000
0.671573	0.000000
0.693985	0.000000
0.715744	0.000000
0.736829	0.000000
0.757221	0.000000
0.776900	0.000000
0.795848	0.000000
0.814047	0.000000
0.831480	0.000000
0.848130	0.000000
0.863982	0.000000
0.879021	0.000000
0.893232	0.000000
0.906603	0.000000
0.919120	0.000000
0.930773	0.000000
0.941549	0.000000
0.951440	0.000000
0.960435	0.000000
0.968526	0.000000
0.975705	0.000000
0.981966	0.000000
0.987303	0.000000
0.991711	0.000000
0.995185	0.000000
0.997723	0.000000
0.999322	0.000000
0.999980	0.000000
0.999697	0.000000
0.998474	0.000000
0.996310	0.000000
0.993209	0.000000
0.989173	0.000000
0.984207	0.000000
0.978314	0.000000
0.971500	0.000000
0.963772	0.000000
0.955137	0.000000
0.945603	0.000000
0.935179	0.000000
0.923875	0.000000
0.911701	0.000000
0.898669	0.000000
0.884792	0.000000
0.870082	0.000000
0.854553	0.000000
0.838220	0.000000
0.821098	0.000000
0.803203	0.000000
0.784553	0.000000
0.765163	0.000000
0.745054	0.000000
0.724244	0.000000
0.702752	0.000000
0.680599	0.000000
0.657805	0.000000
0.634392	0.000000
0.610382	0.000000
0.585797	0.000000
0.560662	0.000000
0.534998	0.000000
0.508831	0.000000
0.482186	0.000000
0.455086	0.000000
0.427558	0.000000
0.399628	0.000000
0.371321	0.000000
0.342666	0.000000
0.313687	0.000000
0.284414	0.000000
0.254872	0.000000
0.225091	0.000000
0.195098	0.000000
0.164922	0.000000
0.134590	0.000000
0.104131	0.000000
0.073575	0.000000
0.042949	0.000000
0.012283	0.000000
-0.018395	0.000000
-0.049056	0.000000
-0.079670	0.000000
-0.110209	0.000000
-0.140645	0.000000
-0.170948	0.000000
-0.201091	0.000000
-0.231044	0.000000
-0.260780	0.000000
-0.290270	0.000000
-0.319487	0.000000
-0.348404	0.000000
-0.376992	0.000000
-0.405226	0.000000
-0.433079	0.000000
-0.460524	0.000000
-0.487535	0.000000
-0.514088	0.000000
-0.540157	0.000000
-0.565717	0.000000
-0.590745	0.000000
-0.615218	0.000000
-0.639111	0.000000
-0.662402	0.000000
-0.685071	0.000000
-0.707094	0.000000
-0.728452	0.000000
-0.749125	0.000000
-0.769092	0.000000
-0.788336	0.000000
-0.806837	0.000000
-0.824580	0.000000
-0.841546	0.000000
-0.857720	0.000000
-0.873087	0.000000
-0.887632	0.000000
-0.901342	0.000000
-0.914204	0.000000
-0.926205	0.000000
-0.937334	0.000000
-0.947581	0.000000
-0.956937	0.000000
-0.965391	0.000000
-0.972937	0.000000
-0.979568	0.000000
-0.985276	0.000000
-0.990057	0.000000
-0.993907	0.000000
-0.996821	0.000000
-0.998796	0.000000
-0.999832	0.000000
-0.999926	0.000000
-0.999080	0.000000
-0.997293	0.000000
-0.994568	0.000000
-0.990906	0.000000
-0.986312	0.000000
-0.980789	0.000000
-0.974344	0.000000
-0.966981	0.000000
-0.958708	0.000000
-0.949533	0.000000
-0.939464	0.000000
-0.928511	0.000000
-0.916684	0.000000
-0.903994	0.000000
-0.890454	0.000000
-0.876075	0.000000
-0.860872	0.000000
-0.844858	0.000000
-0.828049	0.000000
-0.810461	0.000000
-0.792110	0.000000
-0.773014	0.000000
-0.753190	0.000000
-0.732657	0.000000
-0.711435	0.000000
-0.689543	0.000000
-0.667002	0.000000
-0.643833	0.000000
-0.620058	0.000000
-0.595699	0.000000
-0.570780	0.000000
-0.545324	0.000000
-0.519354	0.000000
-0.492896	0.000000
-0.465974	0.000000
-0.438613	0.000000
-0.410839	0.000000
-0.382679	0.000000
-0.354158	0.000000
-0.325304	0.000000
-0.296144	0.000000
-0.266706	0.000000
-0.237016	0.000000
-0.207103	0.000000
-0.176995	0.000000
-0.146721	0.000000
-0.116309	0.000000
-0.085787	0.000000
-0.055184	0.000000
-0.024530	0.000000
0.006148	0.000000
0.036820	0.000000
0.067457	0.000000
0.098030	0.000000
0.128512	0.000000
0.158872	0.000000
0.189083	0.000000
0.219116	0.000000
0.248942	0.000000
0.278534	0.000000
0.307864	0.000000
0.336905	0.000000
0.365628	0.000000
0.394007	0.000000
0.422015	0.000000
0.449626	0.000000
0.476814	0.000000
0.503553	0.000000
0.529818	0.000000
0.555585	0.000000
0.580828	0.000000
0.605525	0.000000
0.629652	0.000000
0.653186	0.000000
0.676105	0.000000
0.698389	0.000000
0.720014	0.000000
0.740963	0.000000
0.761213	0.000000
0.780748	0.000000
0.799547	0.000000
0.817594	0.000000
0.834872	0.000000
0.851363	0.000000
0.867054	0.000000
0.881928	0.000000
0.895973	0.000000
0.909174	0.000000
0.921519	0.000000
0.932997	0.000000
0.943597	0.000000
0.953309	0.000000
0.962124	0.000000
0.970033	0.000000
0.977030	0.000000
0.983106	0.000000
0.988258	0.000000
0.992479	0.000000
0.995767	0.000000
0.998117	0.000000
0.999528	0.000000
0.999998	0.000000
0.999527	0.000000
0.998115	0.000000
0.995764	0.000000
0.992476	0.000000
0.988254	0.000000
0.983101	0.000000
0.977024	0.000000
0.970027	0.000000
0.962117	0.000000
0.953301	0.000000
0.943589	0.000000
0.932988	0.000000
0.921509	0.000000
0.909163	0.000000
0.895961	0.000000
0.881916	0.000000
0.867042	0.000000
0.851351	0.000000
0.834859	0.000000
0.817581	0.000000
0.799534	0.000000
0.780734	0.000000
0.761199	0.000000
0.740948	0.000000
0.720000	0.000000
0.698374	0.000000
0.676091	0.000000
0.653172	0.000000
0.629638	0.000000
0.605511	0.000000
0.580815	0.000000
0.555572	0.000000
0.529806	0.000000
0.503541	0.000000
0.476802	0.000000
0.449615	0.000000
0.422005	0.000000
0.393997	0.000000
0.365619	0.000000
0.336896	0.000000
0.307856	0.000000
0.278527	0.000000
0.248936	0.000000
0.219110	0.000000
0.189078	0.000000
0.158868	0.000000
0.128508	0.000000
0.098028	0.000000
0.067455	0.000000
0.036819	0.000000
0.006148	0.000000
-0.024529	0.000000
-0.055182	0.000000
-0.085784	0.000000
-0.116305	0.000000
-0.146716	0.000000
